Brand,Product,Price,Image_Link,Product_Link,summary,Fragrance Family,Key Notes,Benefits,How To Use,Ingredients
DIMEÂ,Malibu Night Eau de Toilette,$62.00,,https://www.ulta.com/p/malibu-night-eau-de-toilette-pimprod2040313?sku=2615046,"DIME's Malibu Night Eau de Toilette captures the serenity of a pleasant evening beach stroll. With light, refreshing, sweet tones, sure to win your sensory heart and take you to fragrance paradise.","Fruity, Gourmand","Top: Muddled Raspberries, Tropical FruitsMiddle: Rose Petals, Jasmine FlowerBase: Warm Vanilla, Coconut Cream, Soft Musk Item 2615046",,,
LE MONDE GOURMANDÂ,Le Beach Eau de Parfum,sale price $21.00$21.00list price $28.00$28.00,,https://www.ulta.com/p/le-beach-eau-de-parfum-pimprod2052766?sku=2645664,"Le Beach Eau de Parfum is your ultimate summer escapeâany time of year. Sun-kissed coconut water, ylang-ylang, jasmine, and vanilla wrap you in the feeling of endless sunshine.",Floral,"Top - Bergamot EO*, Coconut Water,Middle - Ylang Ylang, Jasmine Absolute*Base - Vanilla Bean Absolute*, Skin Musk, Amber Item 2645664",,,
BOBBI BROWNÂ,Beach Eau De Parfum,$93.00,,https://www.ulta.com/p/beach-eau-de-parfum-pimprod2038815?sku=2610997,"An eau de parfum inspired by the beach, this best-selling BOBBI BROWN fragrance captures the atmosphere and essence of summer.",,,,,
DKNYÂ,Be Delicious 2 Piece Gift Set,$60.00Kit Price ($85 value)($85 value),,https://www.ulta.com/p/be-delicious-2-piece-gift-set-pimprod2052033?sku=2642250,Discover the playful world of DKNY Be Delicious with this Eau de Parfum and Body Lotion gift set.,Floral Fruity,AppleMagnoliaSandalwood,,,
Viktor&RolfÂ,Flowerbomb Tiger Lily Eau de Parfum 3-Piece Gift Set,$155.00Kit Price ($213 value)($213 value),,https://www.ulta.com/p/flowerbomb-tiger-lily-eau-de-parfum-3-piece-gift-set-pimprod2051901?sku=2640647,"A 3-piece Viktor & Rolf gift set featuring Flowerbomb Tiger Lily Eau de Parfum, a long-lasting warm solar women's fragrance that transports you to a summer oasis.",Floral Ambery Fruity,"Top - Coconut Milk Accord, BergamotHeart - Tiger Lily Accord, Jasmine Grandiflorum Super Infusion, FreesiaMango, Benzoin",,,
OCTAVIA MORGAN LOS ANGELESÂ,LEGENDARY Eau de Parfum Travel Spray,$45.00,,https://www.ulta.com/p/legendary-eau-de-parfum-travel-spray-pimprod2050383?sku=2634136,"LEGENDARY: Discover your signature scent with this gender-neutral fragrance. A balanced blend of Spices, Amber, Leathery Papyrus, Cardamom, and Woody notes creates a clean, grounding experience. Elegant and captivating, it's a fragrance as unique and distinctive as you are.",Spice - Woody - Fresh,"Top: Amber, Coco, VanillaHeart: Cedar, Spices, MuskBase: Sandalwood, Papyrus, Cardamom",,,
LancÃ´meÂ,IdÃ´le Eau de Parfum Traveler Gift Set,$85.00,,https://www.ulta.com/p/idole-eau-de-parfum-traveler-gift-set-pimprod2054960?sku=2646685,"LancÃ´me IdÃ´le Traveler Gift Set featuring IdÃ´le Eau de Parfum, a sophisticated yet unapologetically modern, fresh and floral women's perfume & Lash IdÃ´le Flutter Extension Mascara, a lengthening mascara that delivers up to 75% visible length for lashes that flutter to extreme lengths.",Floral,"Pomarose, Damascena Rose, Creamy Sandalwood Item 2646685",,,
Juicy CoutureÂ,Viva La Juicy 3 Piece Travel Coffret Fragrance Gift Set,$54.00,,https://www.ulta.com/p/viva-la-juicy-3-piece-travel-coffret-fragrance-gift-set-pimprod2051536?sku=2639622,"A set of 3 perfect-for-travel Juicy Couture fragrances - Viva La Juicy with delicious Berries, Vanilla & Jasmine. Viva La Juicy Gold Couture with luscious Berries, Golden Amber & Caramel. Viva La Juicy SucrÃ© with Mandarin, Peach & Vanilla.",Viva La Juicy: Amber Floral GourmandViva La Juicy Gold Couture: True Amber GourmandViva La Juicy SucrÃ©: Amber Edible Gourmand Item 2639622,"Viva La Juicy: Bright Mandarin, Fluffy Gardenia, Creamy CaramelViva La Juicy Gold Couture: Luscious Berries, Jasmine, Vanilla CreamViva La Juicy SucrÃ©: Peach Nectar, Orange Flower Petals, Whipped Cream",,,
GivenchyÂ,Amarige Eau de Toilette,$150.00,,https://www.ulta.com/p/amarige-eau-de-toilette-6951?sku=2012707,"Givenchy's Amarige Eau de Toilette reveals the pleasures of life and the simplicity of joyful moments. Bursting top notes of floral gardenia combine with a warm heart of mimosa. Precious wood aromas round out the base of the feminine fragrance, evocating the shores of the Mediterranean Sea.",Floral,Head: GardeniaHeart: MimosaBase: Precious Woods Item 2012707,,,
CleanÂ,Classic Apple Blossom,$44.00 - $74.00,,https://www.ulta.com/p/classic-apple-blossom-pimprod2039737?sku=2613353,Clean Classic Apple Blossom is inspired by nature's mouthwatering green apples and their fragrant Spring blossoms that kiss the crisp air.,,"Top - apple, pear, grapefruitMiddle - peony, freesia, watery jasmineBase - orcanox (natural musk), amberwood, musk water Item 2613353",,,
Ralph LaurenÂ,Ralph Eau de Toilette 3-Piece Gift Set for Women,$105.00,,https://www.ulta.com/p/ralph-eau-de-toilette-3-piece-gift-set-women-pimprod2055039?sku=2647306,"Ralph Eau de Toilette Trio Gift Set includes a full-size perfume, a deluxe mini for on-the-go spritzing, and a rich lotion that layers the scent in a soft, radiant finish. Presented in a cool, colorful box, this travel-ready set makes a thoughtful gift for the woman who embodies carefree confidence.","Fresh, Floral","Green Apple, Pink Magnolia, Musk Item 2647306",,,
Kate Spade New YorkÂ,Kate Spade New York Pop Set,$110.00Kit Price ($164 value)($164 value),,https://www.ulta.com/p/kate-spade-new-york-pop-set-pimprod2054682?sku=2647456,Kate Spade New York Pop is a floral fruity woody Eau de Parfum inspired by the bright colors of the Kate Spade universe. Experience this new fragrance with a 2-piece set featuring a 3.3 oz spray and 1.3 oz spray.,Floral,"Top - Mandarin Italy Essence, Raspberry, Blood Orange EssenceMiddle - Coconut, Jasmine Petal, Lily of the ValleyBase - Cedarwood Essence, White Musks, Benjoin Siam Resinoid Item 2647456",,,
EstÃ©e LauderÂ,Bronze Goddess Nuit Eau de Parfum,$98.00 - $118.00,,https://www.ulta.com/p/bronze-goddess-nuit-eau-de-parfum-pimprod2045188?sku=2625524,"EstÃ©e Lauder's Bronze Goddess Nuit Eau de Parfum is a luminous amber floral fragrance that lights up your night, with sensual notes of bergamot essence, jasmine sambac, salted coconut and more.",Luminous Amber Floral,"Top: Bergamot Essence, Pepper, Ylang YlangHeart: Salted Coconut, Jasmine Sambac, Night Blooming OrchidDry Down: Dark Tonka, Cashmere Woods, Ambrox Item 2625524","Bring on the night.Explore the depths of desire as the sun sets on a private island paradise. A sensational landscape of endless beaches illuminates under the stars. The twilight is yours for the taking.Dazzling reflections of bergamot essence dance across the delicate petals of ylang ylang - their spicy floral facets enhanced with smoldering pepper.Salted coconut notes recall the day's glowing Eau FraÃ®che, while a moonlit bouquet blossoms in the heat of the night.All heat. All desire.Bronze Goddess, all day long.",,
Ellis BrooklynÂ,APPLE LOVE Eau de Parfum,$115.00,,https://www.ulta.com/p/apple-love-eau-de-parfum-pimprod2046365?sku=2629216,"A fragrance love letter to NYC, Ellis Brooklyn's APPLE LOVE Eau de Parfum is a signature amber gourmand. The perfume bursts with juicy, photorealistic apple and transitions to a city chic, ultra-smooth blend of Peach Skin, Muguet, Plum Blossom, Sugar Cane and Vanilla.",GourmandFruity,"Top - red apple, mandarin sfuma, peach skinMiddle - plum blossom, osmanthus, muguet, sugar caneBase - sandalwood, vanilla madagascar, praline, ambrox, musks Item 2629216",,,
EstÃ©e LauderÂ,Pleasures Duo Fragrance Set,$125.00,,https://www.ulta.com/p/pleasures-duo-fragrance-set-pimprod2054880?sku=2645643,EstÃ©e Lauder Pleasures Duo Fragrance Set is a gift set containing one of life's simple pleasures in 2 full size Eau de Parfum Sprays.,,"Top Notes: White Lily, Violet Leaves, Green AccentsMiddle Notes: Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, JasmineBase Notes: Sandalwood, Patchouli Item 2645643","Give joy this holiday season with sheer optimism in a bottle.As uplifting as fresh flowers after a Spring rain.This clean, sparkling floral is a delicately soft blend of notes of Lilies, White Peonies and Jasmine, all aglow with the essence of Baie Rose.",,
Marc JacobsÂ,Daisy Eau So Fresh Glow Limited Edition Eau de Toilette,$119.00,,https://www.ulta.com/p/daisy-eau-so-fresh-glow-limited-edition-eau-de-toilette-pimprod2049466?sku=2633373,"Take a walk in the luminous world of Daisy Glow, a fresh and floral fragrance for women. Daisy Glow Eau So Fresh's notes are an impeccable mix: top notes of pear and grapefruit, heart of gentle violet and raspberry and base notes of mimosa extract, musk and cedarwood.",Floral,"Top- pear & grapefruit notesHeart- violet & raspberry notesBase- mimosa extract, musk & cedarwood notes",,,
TOCCAÂ,Luxury Fragrance Wardrobe,$68.00Kit Price ($101 value)($101 value),,https://www.ulta.com/p/luxury-fragrance-wardrobe-pimprod2044714?sku=2623044,A deep dive into TOCCA Eau de Parfums with the Luxury Fragrance Wardrobe.,,"Florence: Bergamot, Pear, GardeniaCleopatra: Grapefruit, Jasmine, Vanilla MuskStella: Italian Blood Orange, Freesia, Spicy LilyGiulietta: Green Apple, Pink TulipsSimone: Watermelon, Ylang Ylang, FrangipaniColette: Bergamot, Sandalwood, Pink PeppercornLiliana: Neroli, Watery Peach, MuguetBelle: Italian Bergamot, Petit Grain, FreesiaLucia: Italian Lemon, Fig, Vetiver",,,
PhilosophyÂ,Amazing Grace Bergamot Eau de Toilette,$31.00,,https://www.ulta.com/p/amazing-grace-bergamot-eau-de-toilette-pimprod2011867?sku=2584069,"Bright, buoyant, inspired. Philosophy's limited-edition Amazing Grace Bergamot Eau de Toilette takes the iconic amazing grace fragrance to a bright new place.",Floral,"Top - bergamot, cedrat, neroli, grapefruitMiddle - rose, jasmine, muguet, orange blossomBase - musk blend Item 2584069",,,
OriginsÂ,Ginger Essence Sensuous Skin Perfume Scent,$77.00,,https://www.ulta.com/p/ginger-essence-sensuous-skin-perfume-scent-pimprod2044274?sku=2624247,"Ancient Chinese tradition holds that where there's yin, there must be yang. Origins' Ginger Essence Sensuousous Perfume has the fragrant fire of spicy ginger balanced by the refreshing zeal of notes to create a sensuous synergy between warm and cool, energy and calm, tempest and tranquility.",Warm and Spicy,BergamotLemonLime Item 2624247,,,
EstÃ©e LauderÂ,Beautiful Magnolia L'Eau Eau de Toilette Travel Spray,$32.00,,https://www.ulta.com/p/beautiful-magnolia-leau-eau-de-toilette-travel-spray-pimprod2048486?sku=2609841,"Dare to love with Estee Lauder's Beautiful Magnolia L'Eau Eau de Toilette Spray, a floral musk fragrance with notes of lush magnolia and lavender, creamy amber, and luminous musk.",Floral Musk Item 2609841,"Top Notes: Lavender, Water Lotus, Water MintHeart Notes: Magnolia, RoseBase Notes: Amber, Cedarwood, Musk","Dare to dream.An intoxicating blend with signature notes of lush magnolia and lavender, creamy amber, and luminous musk. Confident, sensual, and romantic.Let your heart open like a magnolia in full bloom.Experience a forever-love story from beginning to end. Each chapter draws you deeper into the feeling of this floral musk fragrance.",,
Dolce&GabbanaÂ,Q by Dolce&Gabbana Eau de Parfum Intense,$170.00,,https://www.ulta.com/p/q-by-dolce-gabbana-eau-de-parfum-intense-pimprod2043408?sku=2620270,"Q by Dolce&Gabbana fragrance takes on an even more captivating and audacious character in its latest iteration, Eau de Parfum Intense. It combines the warm essence of Dark Cherry with an exhilarating Heliotrope heart, but it's in its irresistibly sensual amber base that its true nature is revealed.",Woody Ambery,Dark Cherry - warm and deepHeliotrope - feminine and exhilaratingAmber - magnetic and sensual Item 2620270,,,
Viktor&RolfÂ,Good Fortune Elixir Intense Eau de Parfum,$182.00,,https://www.ulta.com/p/good-fortune-elixir-intense-eau-de-parfum-pimprod2041627?sku=2614482,"Viktor&Rolf's Good Fortune Elixir Intense Eau de Parfum is a sensual perfume that opens with an incense top note. Jasmine Superinfusion takes center stage at the heart of the fragrance, while at its base the potion unveils a palo santo accord intertwined with an alchemy of a rich Bourbon Vanilla.",Floral Ambery Woody,"Top - uplifting incenseMiddle - solar jasmine superinfusionBase - rich bourbon vanilla, mystical palo santo accord, precious caledonian sandalwood Item 2614482",,,
GivenchyÂ,Organza Eau de Parfum,$135.00 - $170.00,,https://www.ulta.com/p/organza-eau-de-parfum-7024?sku=2017993,"Organza floral top notes are infused with amber and vanilla, a blend that signifies the epitome of timeless beauty. Givenchy's Organza Eau de Parfum represents the goddess that exists in every woman.",Floral,Top - jasmineMiddle - gardeniaBase - vanilla Item 2017993,,,
EstÃ©e LauderÂ,Spellbound Eau de Parfum Fragrance Spray,$80.00,,https://www.ulta.com/p/spellbound-eau-de-parfum-fragrance-spray-xlsImpprod13211141?sku=2287331,Rich spices and rare blossoms take on an absolute magnetism in the fragrance with hints of fruit and the sensual luxury of vanilla in Spellbound Eau de Parfum by EstÃ©e Lauder.,Warm & spicy,"Top - Rose, Muguet, ApricotMiddle - Orange Blossom, Carnation, CardamomBase - Sandalwood, Vanilla, Amber Item 2287331",,,
CliniqueÂ,Aromatics Elixir Riches Signature Perfume Gift Set,$125.00Kit Price ($172 value)($172 value),,https://www.ulta.com/p/aromatics-elixir-riches-signature-perfume-gift-set-pimprod2054100?sku=2641239,Clinique Aromatics Elixir Riches Signature Perfume Gift Set is a bold fragrance trio for head-to-toe intrigue.,,,"Features a full-size perfume, an on-the-go mini, and body smoother lotion.Clinique's cult classic Aromatics Elixir perfume combines over 700 ingredients to create a confident, sensuous fragrance for the true individual.Notes of rich vetiver, lush oakmoss, and luxurious patchouli are balanced with the soft floralcy of ylang ylang and rose - a bold blend that stirs the senses and spirit in subtle, pleasing ways. Itâs a uniquely intense and non-conformist fragrance that always makes a statement.Layer on the intrigue with Body Smoother lotion. Silky scented body lotion indulges the senses with Clinique's cult classic Aromatics Elixir fragrance.Allergy tested.",,
Ellis BrooklynÂ,SUPER AMBER Eau de Parfum,$115.00,,https://www.ulta.com/p/super-amber-eau-de-parfum-pimprod2026882?sku=2587163,"Meet Ellis Brooklyn SUPER AMBER Eau de Parfum, a cozy, super warm, addictive scent that envelops like a cashmere blanket on warm bare skin. A beautiful marriage of cutting edge olfactive technology and clean perfumery.",WarmWoodyMusk,AmberVanilla OrchidVirginia CedarwoodMusk Item 2587163,,,
TOCCAÂ,Lucia Eau de Parfum,$86.00,,https://www.ulta.com/p/lucia-eau-de-parfum-pimprod2041631?sku=2617189,TOCCA Lucia is a tribute to the Italian tradition of dolce far niente-the art of slow living-stoking the desire for inner beauty and the wisdom of personal indulgence. Sunlit lemon and woody vetiver slow-dance in quiet reverie with lush fig from the garden.,Fresh Floral,"Top - lemon oil italy orpur, grapefruit, mandarin, marine accordMiddle - fig, fig tree leaves, upcycled rose water, geranium oil egypt orpurBase - vetiver oil haiti orpur, cedarwood, tobacco, fig tree wood Item 2617189",,,
TOCCAÂ,Eau de Parfum Mini Discovery Set,$26.00,,https://www.ulta.com/p/eau-de-parfum-mini-discovery-set-pimprod2044139?sku=2623041,Find yourself in a fragrance with the Eau de Parfum Mini Discovery Set. Discover the TOCCA fragrance that brings out your best with eight trial-size vials of our best selling scents.,Multi-Family Scents,,,,
Calvin KleinÂ,CK Everyone Eau de Toilette,$64.00 - $81.00,,https://www.ulta.com/p/ck-everyone-eau-de-toilette-pimprod2016486?sku=2568120,Calvin Klein CK Everyone Eau de Toilette is a genderless scent that celebrates the infinite freedom of self-expression. With organic orange oil in a recyclable glass bottle.,Woody Floral,"Top - organic orange essential oil, gingerMiddle - blue tea accord, watery notesBase - cedarwood, patchouli, amber Item 2568120",,,
DIMEÂ,Core Memory Eau de Toilette,$62.00,,https://www.ulta.com/p/core-memory-eau-de-toilette-pimprod2040315?sku=2615048,"If you're on the hunt for a classic and timeless Eau de Toilette, look no further than Dime Core Memory Eau de Toilette. This bright, citrusy fragrance will awaken your senses and take you back to your favorite core memories.","Citrus, Floral","Top: Apple, Sicilian Mandarin, Frozen Grapefruit Peel, BergamotMiddle: Juniper, Rosemary, Bluebells, Rose, JasmineBase: Bamboo, Cedarwood Item 2615048",,,
MUGLERÂ,Angel Elixir Eau de Parfum,$195.00,,https://www.ulta.com/p/angel-elixir-eau-de-parfum-pimprod2039233?sku=2610567,"The Angel you don't expect. Introducing Angel Elixir Eau de Parfum by MUGLER, a woody floral gourmand women's perfume that celebrates the iconicity of classic Angel with a uniquely captivating and edgy twist. Call it augmented femininity. And give in to its magnetic attraction.",Woody Floral,A magnetic floral Milky Way enhanced by sensuous and vibrant woods.Orange Blossom (Ylang ylang)JasmineSandalwood co distillate Item 2610567,,,
